english,sesotho,source
Hold the nose for 10 minutes without releasing.,Tšoara nko ka metsotso e 10 u sa e lokolle.,back_translation
Seek medical care if a nosebleed does not stop after 20 minutes.,Batla tlhokomelo ea bongaka haeba mali a tsoang nko a sa khaotse ka mor'a metsotso e 20.,back_translation
"For a suspected poisoning, call the poison control centre immediately.","Haeba u belaela hore u na le chefo, letsetsa setsi sa thibelo ea chefo hang-hang.",back_translation
Do not induce vomiting unless instructed by a medical professional.,U se ke ua hlohlelletsa ho hlatsa ntle le haeba u laetsoe ke setsebi sa bongaka.,back_translation
"For an electric shock, do not touch the person until the power is off.","Haeba ho e-na le motlakase, u se ke ua ama motho eo ho fihlela motlakase o tima.",back_translation
"For a drowning victim, remove from water and start CPR if not breathing.","Bakeng sa motho ea imelang, tlosa metsi 'me u qale ho phomola ka pelo haeba a sa phefumolohe.",back_translation
"For a snake bite, keep the person calm and immobilise the bitten limb.","Ha noha e loma motho eo, mo boloke a khobile matšoafo 'me u thibele setho se lomalitsoeng.",back_translation
"Do not cut, suck, or apply a tourniquet to a snake bite.","U se ke ua khaola, ua anya kapa ua sebelisa li-turniquet ha u loma noha.",back_translation
Transport snake bite victims to hospital as quickly as possible.,Fetisetsa batho ba lemetseng ho loma linoha sepetlele kapele kamoo ho ka khonehang.,back_translation
"For anaphylaxis, administer epinephrine immediately if available.","Bakeng sa anaphylaxis, fa epinephrine hang-hang haeba e fumaneha.",back_translation
Lay the person flat and elevate the legs during anaphylactic shock.,Beha motho eo fatše 'me u phahamise maoto nakong ea ho ts'oaroa ke anaphylactic.,back_translation
Call emergency services immediately for anaphylaxis.,Bitsa litšebeletso tsa tšohanyetso hang-hang bakeng sa anaphylaxis.,back_translation
"For a diabetic hypoglycaemic episode, give sugar or a sweet drink.","Bakeng sa lefu la tsoekere le nang le lefu la tsoekere, fa tsoekere kapa seno se monate.",back_translation
"If the person is unconscious, do not give anything by mouth.","Haeba motho eo a hloka tsebo, u se ke ua mo fa letho ka molomo.",back_translation
"For heat stroke, move the person to a cool place and cool them rapidly.","Bakeng sa ho chesoa ke mocheso, isa motho sebakeng se pholileng 'me u mo pholile ka potlako.",back_translation
"For hypothermia, warm the person gradually with blankets.","Bakeng sa hypothermia, futhumatsa motho butle-butle ka likobo.",back_translation
"For a seizure, protect the person from injury and time the seizure.","Ha motho a tšoaroa ke sefuba, mo sireletse hore a se ke a tsoa likotsi 'me u mo fe nako ea hore a tšoaroe ke sefuba.",back_translation
Do not restrain a person having a seizure.,U se ke ua thibela motho ea nang le tlhaselo.,back_translation
"For an eye injury, do not rub the eye.","Haeba u lemetse leihlo, u se ke ua le phunya.",back_translation
Flush a chemical eye injury with clean water for 15 to 20 minutes.,Hlatsoa leihlo le lemetseng ka lik'hemik'hale ka metsi a hloekileng metsotso e 15 ho isa ho e 20.,back_translation
"For a dislocated joint, immobilise and seek medical care.","Haeba u e-na le mokokotlo o senyehileng, u se ke ua tsamaea 'me u batle thuso ea bongaka.",back_translation
"For a suspected heart attack, give aspirin and call emergency services.","Haeba u belaela hore u na le lefu la pelo, u lokela ho fana ka aspirin 'me u letsetse litšebeletso tsa tšohanyetso.",back_translation
"For a stroke, note the time of symptom onset and call emergency services.","Ha u e-na le stroke, hlokomela nako eo matšoao a qalang ka eona 'me u letsetse litšebeletso tsa tšohanyetso.",back_translation
Keep a well-stocked first aid kit in your home and vehicle.,Boloka thepa e lekaneng ea liphallelo tsa pele lapeng la hao le koloing.,back_translation
Check and replace expired items in your first aid kit regularly.,Hlahloba le ho nkela lintho tse sa sebetseng tse ka kiteng ea hau ea thuso ea pele sebaka kamehla.,back_translation
Learn basic first aid — it can save a life.,Ithute thuso ea pele ea motheo e ka pholosang bophelo.,back_translation
Attend a first aid course to learn life-saving skills.,E-ea thupelong ea liphallelo tsa pele e le hore u ithute tsebo e pholosang bophelo.,back_translation
Stay calm in an emergency — panic makes the situation worse.,Lula u khobile matšoafo maemong a tšohanyetso  Tšabo e mpefatsa boemo.,back_translation
Reassure the injured person while waiting for help.,Khothatsa motho ea lemetseng ha a ntse a emetse thuso.,back_translation
Do not leave an injured or unconscious person alone.,U se ke ua tlohela motho ea lemetseng kapa ea sa tsebeng letho a le mong.,back_translation
Mental health is as important as physical health.,Bophelo bo botle ba kelello bo bohlokoa joaloka bophelo bo botle ba 'mele.,back_translation
One in four people will experience a mental health problem in their lifetime.,Motho a le mong ho ba bane o tla ba le bothata ba kelello bophelong ba hae.,back_translation
Mental illness is not a sign of weakness.,Ho kula kelellong hase pontšo ea bofokoli.,back_translation
Seek help early if you are struggling with your mental health.,Batla thuso esale pele haeba u loana le mathata a kelello.,back_translation
Talking to someone you trust can help when you are feeling low.,Ho bua le motho eo u mo tšepang ho ka u thusa ha u ikutloa u nyahame.,back_translation
Depression is more than just feeling sad — it is a medical condition.,Ho tepella maikutlo ha ho bolele feela hore u utloile bohloko.,back_translation
"Symptoms of depression include persistent sadness, loss of interest, and fatigue.","Matšoao a ho tepella maikutlo a kenyelletsa ho lula u saretsoe, ho lahleheloa ke thahasello le mokhathala.",back_translation
Anxiety is a normal response to stress but can become a disorder.,Ho tšoenyeha ke tsela e tloaelehileng ea ho sebetsana le khatello ea maikutlo empa ho ka fetoha bothata.,back_translation
"Symptoms of anxiety include excessive worry, restlessness, and difficulty sleeping.","Matšoao a ho tšoenyeha a akarelletsa ho tšoenyeha haholo, ho tšoenyeha le ho hlobaela.",back_translation
Cognitive behavioural therapy is an effective treatment for depression and anxiety.,Kalafo ea boitšoaro ea kelello ke phekolo e atlehang ea ho tepella maikutlo le ho tšoenyeha.,back_translation
Antidepressants take two to four weeks to show their full effect.,Li-antidepressant li nka libeke tse peli ho isa ho tse 'nè hore li bontše phello ea tsona e feletseng.,back_translation
Do not stop antidepressants suddenly — reduce the dose gradually.,U se ke ua khaotsa ho sebelisa lithethefatsi tse loantšang khatello ea maikutlo ka tšohanyetso  fokotsa tekanyo butle-butle.,back_translation
Post-traumatic stress disorder can develop after a traumatic event.,Ho ka 'na ha e-ba le khatello ea maikutlo ka mor'a hore ho hlahe ntho e bohloko.,back_translation
"PTSD symptoms include flashbacks, nightmares, and avoidance.","Matšoao a PTSD a kenyelletsa ho hopola lintho tse etsahetseng, litoro tse bohloko le ho li qoba.",back_translation
Trauma-focused therapy is effective for PTSD.,Phekolo e shebaneng le ho lemala ha kelello e sebetsa hantle bakeng sa PTSD.,back_translation
Bipolar disorder involves episodes of mania and depression.,Ho tšoaroa ke lefu la bipolar ho akarelletsa ho tšoaroa ke mania le ho tepella maikutlo.,back_translation
Mood stabilisers help control the symptoms of bipolar disorder.,Lisebelisoa tsa ho tsitsisa maikutlo li thusa ho laola matšoao a lefu lena.,back_translation
Schizophrenia is a serious mental illness that affects thinking and perception.,Schizophrenia ke lefu le tebileng la kelello le amang monahano le maikutlo.,back_translation
Antipsychotic medication is the main treatment for schizophrenia.,Meriana e khahlanong le mafu a kelello ke eona e ka sehloohong e ka phekolang lefu la 'dementia'.,back_translation
Regular follow-up is essential for managing schizophrenia.,Tlhokomelo ea kamehla ke ea bohlokoa bakeng sa ho laola lefu la schizophrenia.,back_translation
Substance use disorders are treatable medical conditions.,Mathata a bakoang ke ho sebelisa lithethefatsi a ka phekoloa.,back_translation
Alcohol dependence requires medical supervision during withdrawal.,Ho itšetleha ka joala ho hloka tlhokomelo ea bongaka nakong ea ho khaotsa ho noa.,back_translation
Seek help from a healthcare provider to quit smoking.,Kōpa thuso ho mofani oa tlhokomelo ea bophelo hore u khaotse ho tsuba.,back_translation
Nicotine replacement therapy doubles the chances of quitting smoking.,Kalafo ea ho nka nicotine e tla eketsa menyetla ea ho khaotsa ho tsuba ka makhetlo a mabeli.,back_translation
Drug rehabilitation programmes support recovery from substance use.,Mananeo a ntlafatso ea lithethefatsi a tšehetsa ho hlaphoheloa ha motho ha a sebelisitse lithethefatsi.,back_translation
Suicide is preventable — seek help immediately if you have suicidal thoughts.,Ho ka thibeloa ho ipolaea  batla thuso hang-hang haeba u na le menahano ea ho ipolaea.,back_translation
Talk openly about suicide — asking does not increase the risk.,Ho bua phatlalatsa ka ho ipolaea  ho botsa ha ho eketse kotsi.,back_translation
Remove access to means of self-harm during a mental health crisis.,Tlosa mokhoa oa ho iketsa kotsi nakong ea koluoa ea kelello.,back_translation
Crisis helplines provide immediate support for mental health emergencies.,Mehala ea thuso ea likoluoa e fana ka tšehetso e potlakileng bakeng sa maemo a tšohanyetso a bophelo bo botle ba kelello.,back_translation
Support from family and friends is vital for mental health recovery.,Tšehetso e tsoang ho ba lelapa le metsoalle ke ea bohlokoa bakeng sa ho hlaphoheloa kelellong.,back_translation
Stigma prevents many people from seeking mental health care.,Batho ba bangata ha ba fumane tlhokomelo ea kelello ka lebaka la ho tšoaroa hampe.,back_translation
Educating communities about mental health reduces stigma.,Ho ruta sechaba ka bophelo bo botle ba kelello ho fokotsa ho nyenyefatsoa.,back_translation
Children and adolescents can also experience mental health problems.,Bana le bacha le bona ba ka ba le mathata a kelello.,back_translation
Bullying increases the risk of depression and anxiety in young people.,Ho hlekefetsoa ho eketsa kotsi ea ho tepella maikutlo le ho tšoenyeha ho bacha.,back_translation
Screen time should be limited for children's mental well-being.,Nako ea ho shebella skrine e lokela ho ba e fokolang bakeng sa bophelo bo botle ba kelello ba bana.,back_translation
Physical activity improves mood and reduces symptoms of depression.,Ho ikoetlisa ho ntlafatsa maikutlo le ho fokotsa matšoao a ho tepella maikutlo.,back_translation
Regular exercise releases endorphins that improve mental well-being.,Ho ikoetlisa kamehla ho lokolla li-endorphin tse ntlafatsang bophelo ba kelello.,back_translation
Adequate sleep is essential for mental health.,Boroko bo lekaneng ke ba bohlokoa bakeng sa bophelo bo botle ba kelello.,back_translation
Adults need seven to nine hours of sleep per night.,Batho ba baholo ba hloka ho robala lihora tse supileng ho isa ho tse robong ka bosiu.,back_translation
Poor sleep worsens symptoms of depression and anxiety.,Ho robala hantle ho mpefatsa matšoao a ho tepella maikutlo le ho tšoenyeha.,back_translation
Establish a regular sleep routine to improve sleep quality.,Etsa hore u robale kamehla e le hore u ntlafatse boleng ba boroko ba hao.,back_translation
Limit caffeine and screen use before bedtime.,Fokotsa ho noa caffeine le ho sebelisa li-screen pele u robala.,back_translation
Mindfulness and meditation reduce stress and improve mental well-being.,Ho nahanisisa le ho thuisa ho fokotsa khatello ea maikutlo le ho ntlafatsa bophelo ba kelello.,back_translation
Deep breathing exercises can reduce anxiety quickly.,Ho ikoetlisa ka ho hema ka botebo ho ka fokotsa matšoenyeho kapele.,back_translation
Social connection protects against depression and loneliness.,Ho ba le kamano e ntle le batho ba bang ho ba sireletsa hore ba se ke ba nyahama le ho jeoa ke bolutu.,back_translation
Volunteering and helping others improves mental well-being.,Ho ithaopa le ho thusa ba bang ho ntlafatsa bophelo ba kelello.,back_translation
Set realistic goals to build confidence and reduce stress.,Ipehele lipakane tse utloahalang tse tla u thusa hore u itšepe le ho fokotsa khatello ea maikutlo.,back_translation
Practise gratitude daily to improve mental outlook.,Itloaetse ho leboha letsatsi le leng le le leng e le hore u ntlafatse tsela eo u talimang lintho ka eona.,back_translation
Spend time in nature to reduce stress and improve mood.,Iphe nako ea ho phomola ka tlhaho e le hore u fokotse khatello ea maikutlo le ho ntlafatsa maikutlo.,back_translation
Hobbies and creative activities support mental well-being.,Ho itlosa bolutu le mesebetsi ea ho bōpa ho tšehetsa bophelo bo botle ba kelello.,back_translation
Work-life balance is important for long-term mental health.,Ho leka-lekanya mosebetsi le bophelo ba motho ke habohlokoa bakeng sa bophelo bo botle ba kelello ka nako e telele.,back_translation
"Recognise the signs of burnout — exhaustion, cynicism, and reduced performance.","Tseba matšoao a ho felloa ke matla  ho khathala, ho ba le masisa-pelo le ho fokotseha ha mosebetsi.",back_translation
Take regular breaks during work to maintain focus and well-being.,Etsa khefu khafetsa nakong ea mosebetsi e le hore u lule u tsepamisitse maikutlo le ho phela hantle.,back_translation
Grief is a normal response to loss and takes time.,Ho sareloa ke tsela e tloaelehileng ea ho itšoara ha motho a hlokahalletsoe 'me ho nka nako.,back_translation
Seek professional support if grief is interfering with daily life.,Batla tšehetso ea litsebi haeba masoabi a sitisa bophelo ba letsatsi le letsatsi.,back_translation
Dementia is a progressive condition affecting memory and thinking.,Lefu la kelello ke boemo bo tsoelang pele bo amang mohopolo le ho nahana.,back_translation
Early diagnosis of dementia allows for better planning and support.,Ho fumanoa ha 'dementia esale pele ho etsa hore ho be le moralo le tšehetso e molemo.,back_translation
Cognitive stimulation activities help maintain brain function in dementia.,Mesebetsi ea ho susumetsa kelello e thusa ho boloka boko bo sebetsa hantle ha motho a e-na le 'dementia'.,back_translation
Carers of people with dementia need support and respite.,Batho ba hlokomelang batho ba nang le 'dementia' ba hloka tšehetso le phomolo.,back_translation
A healthy lifestyle in midlife reduces the risk of dementia.,Mokhoa o phetseng hantle oa bophelo bo botle bohareng ba lilemo o fokotsa kotsi ea 'dementia'.,back_translation
