sentence_id,domain_category,english_text,sesotho_text,source,source_reference,translator_code,reviewer_status,notes
3818,Appointments and Follow-Up,I would like to know what to do if I miss a dose.,Ke rata ho tseba se ke se etsang haeba ke lahlehetsoe ke dose.,WHO,appointments-followup-v1,,reviewed,
4541,General Patient Education,Iron-rich foods such as red meat and spinach prevent anaemia.,Lijo tse nang le tšepe joalo ka nama e khubelu le spinach li thibela anaemia.,WHO,general-patient-education-v1,,reviewed,
4217,Maternal and Child Health,My child was diagnosed with pneumonia at the clinic.,Ngoana oa ka o hlahlojoe ka pneumonia klinikeng.,WHO,maternal-child-health-v1,,reviewed,
2069,Medication Instructions,"Store the powder for injection in a cool, dry place away from light.","Boloka phutholoho bakeng sa ente sebakeng se batang, se omileng hole le lesedi.",WHO,medication-instructions-v1,,reviewed,
530,HIV,Smoking cessation is especially important for people living with HIV.,Ho tsoa ho nyola ke tsela e ntle khasa ho batho ba phelang le HIV.,CDC_HIVNexus,hiv-smoking,,raw,
4605,General Patient Education,Listen to your body and rest if you feel pain during exercise.,Mamela 'mele oa hao mme o khutse haeba o ikutloa mahloko nakong ea ho itlama.,WHO,general-patient-education-v1,,reviewed,
637,HIV,Same-day ART initiation improves early retention in HIV care.,Ho qala ART letsatsi le leng le ho fuoa HIV ho ntlafatsa ho lula tlhokomelong ea HIV kapele.,WHO,art-same-day-initiation,,reviewed,
1270,Tuberculosis,Extensively drug-resistant TB (XDR-TB) is MDR-TB with resistance to fluoroquinolones and at least one Group A drug.,TB e hananang haholo le meriana (XDR-TB) ke MDR-TB e hananang le li-fluoroquinolone le bonyane moriana o le mong oa Sehlopha sa A.,WHO,tb-xdr,,reviewed,
186,HIV,"HIV is transmitted through contact with infected blood, semen, vaginal fluids, rectal fluids, or breast milk.","HIV e fetisoa ka ho kopana le mali a tšoaelitsoeng, peleu, lero la botšehali, lero la rectum, kapa lebese la letsoele.",CDC_HIVNexus,hiv-transmission,,reviewed,
4350,Maternal and Child Health,I would like information about permanent sterilisation.,Ke rata tlhahisoleseling ka ho emisa ho ba le bana ka ho sa khutleng.,WHO,maternal-child-health-v1,,reviewed,
3180,Symptoms and Complaints,I have been passing stools that are very thin.,Ke ntse ke fetisa manyelo a petšo haholo.,WHO,symptoms-complaints-v1,,reviewed,
3455,Symptoms and Complaints,I have a feeling of urgency related to my kidneys.,Ke na le maikutlo a ho hloka ka potlako a amanang le lipitso tsa ka.,WHO,symptoms-complaints-v1,,reviewed,
1798,Tuberculosis,Therapeutic drug monitoring measures drug levels in the blood to optimise TB treatment.,Ho hlahloja meriana ea phekolo ho lekola maemo a meriana maline ho ntlafatsa phekolo ea TB.,WHO,tb-patch-final,,reviewed,
2980,Symptoms and Complaints,I have a sharp pain in my right elbow.,Ke na le mahloko a bohale tsualikaneng la ka la le letona.,WHO,symptoms-complaints-v1,,reviewed,
1442,Tuberculosis,TB in children is often missed because symptoms overlap with other common childhood illnesses.,TB ho bana hangata e lahlehela hobane matšoao a tšoana le mafu a mang a tloaelehileng a bana.,WHO,tb-children-missed-diagnosis,,reviewed,
3428,Symptoms and Complaints,I have a feeling of pressure in my pelvis.,Ke na le maikutlo a khatello pelviseng ea ka.,WHO,symptoms-complaints-v1,,reviewed,
4875,General Patient Education,People living with chronic illness are at higher risk of depression.,Batho ba phelang le mahlwetse a tsoelang pele ba le kotsing e phahameng ea khutsanyetso.,WHO,general-patient-education-v1,,reviewed,
1536,Tuberculosis,"Rifampicin can turn your urine, sweat, and tears orange — this is normal and harmless.","Rifampicin e ka fetola moroto, molapo, le meokho ea hau e be orange — sena se tloaelehile mme ha se kotsi.",NHS,tb-rifampicin-side-effects,,reviewed,
3444,Symptoms and Complaints,I have a feeling of pressure in my bladder.,Ke na le maikutlo a khatello sebocong sa ka.,WHO,symptoms-complaints-v1,,reviewed,
1274,Tuberculosis,"The BPaL regimen — bedaquiline, pretomanid, and linezolid — is a newer shorter regimen for XDR-TB.","Moralo oa kalafo oa BPaL — bedaquiline, pretomanid, le linezolid — ke moralo o mocha o mokhuts’oane oa kalafo bakeng sa XDR-TB.",WHO,tb-bpal,,reviewed,
2468,Medication Instructions,"If you miss a dose of an antacid, take it as soon as you remember.","Haeba u lahlehetsoe ke dose ea antacid, e nke hang hang ha u hopola.",WHO,medication-instructions-v1,,reviewed,
608,HIV,Adherence clubs bring together groups of stable HIV patients to collect medicines together.,Maklabo a ho latela a koahanya lihlopha tsa bakuli ba HIV ba tsitsitseng ho kgotha meriana hammoho.,DOH_SA,hiv-adherence-clubs,,reviewed,
3514,Appointments and Follow-Up,I need to book an appointment for a wound dressing.,Ke hloka ho buka appointment bakeng sa ho koahela ntoa.,WHO,appointments-followup-v1,,reviewed,
1713,Tuberculosis,Urine lipoarabinomannan testing helps diagnose TB in people living with advanced HIV.,Ho lekoa ha lipoarabinomannan ea moroto ho thusa ho fumana TB ho batho ba phelang le HIV e tsoelang pele.,WHO,tb-lam,,reviewed,
2200,Medication Instructions,This medicine may cause stomach cramps; inform your doctor if they are severe.,Moriana ona o ka baka ho tšoaroa ha mala; tsebisa ngaka ea hau haeba ho matla.,WHO,medication-instructions-v1,,reviewed,
956,HIV,Post-exposure prophylaxis (PEP) must be started within 72 hours of a potential HIV exposure.,Prophylaxis ka mora ho hlahisoa (PEP) e lokela ho qaloa ka hare ho maho a 72 ka mor'a ho ba kotsing ea HIV.,WHO,hiv-pep,,reviewed,
2580,Medication Instructions,Give the medicine to the child using a medicine dropper for children under one year.,Fana ka moriana ho ngoana ka ho sebelisa medicine dropper bakeng sa bana ba tlase ho selemo se le seng.,WHO,medication-instructions-v1,,reviewed,
3898,Appointments and Follow-Up,I could not attend because I did not understand the appointment date.,Ha ke a khona ho tla hobane ha ke a utloisisa letsatsi la appointment.,WHO,appointments-followup-v1,,reviewed,
4426,General Patient Education,Reducing stress improves your mental and physical health.,Ho fokotsa khatello ea maikutlo ho ntlafatsa bophelo ba hao ba kelello le ba 'mele.,WHO,general-patient-education-v1,,reviewed,
3381,Symptoms and Complaints,I have a change in the texture of my eyelid.,Ke na le phetoho sebopehing sa letlalo la sefahleho sa leihlo la ka.,WHO,symptoms-complaints-v1,,reviewed,
3686,Appointments and Follow-Up,The doctor asked if I have any questions.,Ngaka e botšitse haeba ke na le lipotso tse ling.,WHO,appointments-followup-v1,,reviewed,
404,HIV,I have HIV and my eyes have been getting blurry over the past few weeks.,Ke na le HIV mme mahlo a ka a bile a fifala libeke tse fetileng tse itseng.,clinical_fieldwork,patient-oi-symptoms,,reviewed,
2072,Medication Instructions,Store the reconstituted solution in the refrigerator and use within twenty-four hours.,Boloka setšoelo se busitoeng friji mme u sebelise ka hare ho maho a mashome a mabeli le mane.,WHO,medication-instructions-v1,,reviewed,
4756,General Patient Education,Older adults have the right to dignified and respectful care.,Batho ba baholo ba na le tokelo ea tlhokomelo e nang le tlotlo le hlompho.,WHO,general-patient-education-v1,,reviewed,
1978,Medication Instructions,Place the sublingual film under the tongue and allow it to dissolve.,Beha sublingual film tlase ho leleme mme u e lumelle ho nyamela.,WHO,medication-instructions-v1,,reviewed,
159,HIV,Herbal remedies and traditional medicines can interact with ART.,Litlhare tsa litlama le meriana ea setso (herbal remedies and traditional medicines) li ka thulana kapa tsa kena-kenana le tšebetso ea meriana ea ART (interact with ART).,WHO,hiv-traditional-medicine,,reviewed,
1749,Tuberculosis,TB programme data should be reviewed regularly to identify gaps and improve services.,Data ea lenaneo la TB e lokela ho hlahlojoa ka mehla ho tseba maqeba le ho ntlafatsa litshebeletso.,WHO,tb-data-review,,reviewed,
2910,Symptoms and Complaints,I have a dull pain in my lower right abdomen.,Ke na le mahloko a fokolang mpeng ea ka e tlase ea le letona.,WHO,symptoms-complaints-v1,,reviewed,
3535,Appointments and Follow-Up,I need to make an appointment for a breast examination.,Ke hloka ho etsa appointment bakeng sa tlhahlobo ea letsoele.,WHO,appointments-followup-v1,,reviewed,
903,HIV,AIDS-related deaths have declined by more than 60 percent since the peak in 2004.,Lifu tse amanang le AIDS li theohile ka ho feta pesente ea 60 ho tloha nako ea bongata ka 2004.,UNAIDS,hiv-mortality-trends,,reviewed,
353,HIV,Efavirenz-based ART is preferred in people receiving rifampicin-based TB treatment.,Efavirenz e hlokega ho batho ba amohelang tšireletso ya TB e etelletseng rifampicin.,WHO,hiv-tb-drug-interactions,,raw,
1231,Tuberculosis,"Isoniazid inhibits the metabolism of phenytoin, potentially causing phenytoin toxicity.","Isoniazid e sitisa ho senyeha ha phenytoin ’meleng, e leng se ka bakang chefo ea phenytoin.",NIH,tb-isoniazid-phenytoin,,reviewed,
4671,General Patient Education,Chronic obstructive pulmonary disease is a serious lung condition.,Bolwetse ba matšoafo ba thibelo ba tsoelang pele ke boemo ba matšoafo bo bobe.,WHO,general-patient-education-v1,,reviewed,
2141,Medication Instructions,Store the medication in a location that is protected from light and moisture.,Boloka moriana sebakeng se sireleditsoeng ho tsoa leseding le metsin.,WHO,medication-instructions-v1,,reviewed,
445,HIV,Integrated social support is essential for homeless people living with HIV.,Tshehetso e kopaneng ea sechaba e bohlokoa bakeng sa batho ba hlokang ntlo ba phelang le HIV.,WHO,hiv-homeless-support,,reviewed,
4949,General Patient Education,Learn basic first aid skills to help in an emergency.,Ithuta bokgoni ba motheo ba thuso ea pele ho thusa nakong ea tšohanyetso.,WHO,general-patient-education-v1,,reviewed,
755,HIV,HIV-positive people who are employed report better mental health and quality of life.,Batho ba nang le HIV ba sebetsang ba bua ka bophelo bo botle ba kelello le boleng ba bophelo bo ntlafetseng.,ILO,hiv-employment-mental-health,,reviewed,
1738,Tuberculosis,New TB vaccines are currently being tested in clinical trials around the world.,Liente tse ncha tsa TB li sa ntse li lekoa lihlahlobong tsa kliniki lefatšeng lohle joale.,WHO,tb-vaccine-research,,reviewed,
2972,Symptoms and Complaints,I have a burning sensation in my left ankle.,Ke na le maikutlo a ho chesa ankele ea ka ea molema.,WHO,symptoms-complaints-v1,,reviewed,
4980,General Patient Education,Antibiotics should only be taken when prescribed by a doctor.,Li-antibiotic li lokela ho nkoa feela ha li laetsoe ke ngaka.,WHO,general-patient-education-v1,,reviewed,
2921,Symptoms and Complaints,I have pain in my left elbow that is getting worse.,Ke na le mahloko tsualikaneng la ka la molema a mpe.,WHO,symptoms-complaints-v1,,reviewed,
312,HIV,HIV-exposed infants should be tested using a PCR test at six weeks of age.,Bana ba nang le HIV ba fetohelele ho tlahlojwa ka PCR test ho tsoa ka beke e tlaletsang mashome a mabedi a bocha.,WHO,pmtct-eid,,raw,
549,HIV,Yoga and meditation can help reduce stress and improve quality of life for people living with HIV.,Yoga le meditashiona ke tša thusa go fokotsa sefahleho le go hlokomela bophelo bjo bo botswa kwa batho ba a tsamayang le HIV.,PMC,hiv-stress-management,,raw,
4053,Maternal and Child Health,I was told to count my baby's movements every day.,Ke ile ka laledwa ke hore ke bonye ditshupetso tsa ka boraro ka heso.,WHO,maternal-child-health-v1,,raw,
4762,General Patient Education,Involuntary treatment can only be applied under specific legal conditions.,Phekolo e sa rateheng e ka sebelisoa feela maemong a khethehileng a molao.,WHO,general-patient-education-v1,,reviewed,
1990,Medication Instructions,Administer the subcutaneous injection by pinching the skin before inserting the needle.,Fana ka ente ea ka tlase ho letlalo ka ho kama letlalo pele ho kenya inaliti.,WHO,medication-instructions-v1,,reviewed,
307,HIV,ART started during pregnancy should be continued for life.,ART e qalang ka ngwanelo e fetohelele ho tswelela ho sa feleng.,WHO,pmtct-lifelong-art,,raw,
2336,Medication Instructions,Avoid taking high-dose vitamin K supplements at the same time as this medicine.,Hana ho nka lisebelisoa tsa vitamin K tsa dose e phahameng ka nako e tšoanang le moriana ona.,WHO,medication-instructions-v1,,reviewed,
695,HIV,Loss to follow-up in PMTCT programmes puts both mothers and babies at risk.,Ho lahlehela ho latela mananeo a PMTCT ho beha bomme le bana kotsing.,UNICEF,pmtct-ltfu,,reviewed,
2357,Medication Instructions,This medicine may interact with dopamine agonist drugs; inform your doctor.,Moriana ona o ka kopana le meriana ea dopamine agonist; tsebisa ngaka ea hau.,WHO,medication-instructions-v1,,reviewed,
1928,Medication Instructions,"Take one tablet every morning, noon, and night.","Nka pilisi e le ngoe hoseng, motsheare, le bosiu.",WHO,medication-instructions-v1,,reviewed,
685,HIV,Sterile injection equipment should always be used to prevent HIV transmission.,Lisebelisoa tsa ho kenya ka mesipi tse hloekileng li lokela ho sebelisoa kamehla ho thibela phetisetso ea HIV.,WHO,hiv-injection-safety,,reviewed,
750,HIV,Group therapy for people living with HIV reduces depression and improves quality of life.,Phekolo ea sehlopha bakeng sa batho ba phelang le HIV e fokotsa ho nyamela le ho ntlafatsa boleng ba bophelo.,PMC,hiv-group-therapy,,reviewed,
4009,Maternal and Child Health,I am in my first trimester and feeling very nauseous.,Ke le ka trimesta ya pele le ke na le bohloko ba mala.,WHO,maternal-child-health-v1,,raw,
1267,Tuberculosis,Multidrug-resistant TB (MDR-TB) is resistant to at least isoniazid and rifampicin.,TB e hananang le meriana e mengata (MDR-TB) e hanana bonyane le isoniazid le rifampicin.,WHO,tb-mdr,,reviewed,
3286,Symptoms and Complaints,I have difficulty with my judgment and make poor decisions.,Ke na le bothata ba ho etsa kahlolo mme ke etsa liqeto tse mpe.,WHO,symptoms-complaints-v1,,reviewed,
3530,Appointments and Follow-Up,Can I book an appointment for a sputum test?,Na nka buka appointment bakeng sa tlhahlobo ea sputum?,WHO,appointments-followup-v1,,reviewed,
4424,General Patient Education,Drinking enough water every day is important for your health.,Ho noa metsi a lekaneng letsatsi le leng le le leng ho bohlokoa bakeng sa bophelo ba hao.,WHO,general-patient-education-v1,,reviewed,
3985,Appointments and Follow-Up,I am grateful for the care and support I received at the clinic.,Ke leboha tlhokomelo le tshehetso eo ke e amohelang klinikeng.,WHO,appointments-followup-v1,,reviewed,
3084,Symptoms and Complaints,I am coughing up mucus with a fishy smell.,Ke kohoa mucus e nang le monko oa tlhapi.,WHO,symptoms-complaints-v1,,reviewed,
3062,Symptoms and Complaints,I feel a heaviness in my lungs when I breathe.,Ke ikutloa boima matšoafong ha ke hema.,WHO,symptoms-complaints-v1,,reviewed,
3026,Symptoms and Complaints,I feel a squeezing sensation in my chest when I breathe.,Ke ikutloa maikutlo a ho kama sefubeng ha ke hema.,WHO,symptoms-complaints-v1,,reviewed,
971,HIV,Drug resistance testing helps clinicians select the most effective ART regimen for each patient.,Ho lekoa ha khakanyo ea meriana ho thusa lingaka tsa kliniki ho khetha leano la ART le sebetsang ka ho fetisisa bakeng sa mokuloi e mong le e mong.,WHO,hiv-drug-resistance,,reviewed,
14,HIV,Do not stop taking your ART even if you feel healthy.,U se ke ua tlohela ho nwa phekolo ea lithibela-mafofore (ART) leha u ikutloa u phetse hantle e bile u le matla.,NIH_HIVinfo,art-adherence,,reviewed,
874,HIV,Self-stigma occurs when a person internalises negative beliefs about their HIV status.,Kekello ea motho ka bo eena e etsahala ha motho a amohela mehopolo e mebe ka boemo ba hae ba HIV.,UNAIDS,hiv-self-stigma,,reviewed,
809,HIV,I completed my TB treatment six months ago but I am still coughing.,Ke phethetse phekolo ea TB likhoeli tse tšeletseng tse fetileng empa ke ntse ke kohoa.,clinical_fieldwork,patient-hiv-tb-recurrence,,reviewed,
3199,Symptoms and Complaints,I have been having episodes of loss of consciousness.,Ke ntse ke na le linako tsa ho lahleheloa ke tsoebing.,WHO,symptoms-complaints-v1,,reviewed,
515,HIV,Celebrating World AIDS Day on December 1st raises awareness and shows solidarity.,"Go fetisaletswe Letsatsi la AIDS la Lehae ka la 1 December, le etsa hlokomela le ho bontšha tshepo.",UNAIDS,hiv-world-aids-day,,raw,
4473,General Patient Education,Clean and disinfect frequently touched surfaces regularly.,Hlotsa le disinfect meaho e amoang hangata ka mehla.,WHO,general-patient-education-v1,,reviewed,
410,HIV,Stable HIV patients on ART can collect up to three months of medicine at a time.,Bakuli ba HIV ba tsitsitseng ba holim'a ART ba ka kgotha meriana ea likhoeli tse tharo ka nako e le ngoe.,DOH_SA,hiv-mmd,,reviewed,
3409,Symptoms and Complaints,I have a discharge from my nipple.,Ke na le seretse se tsoang ntlheng ea letsoele la ka.,WHO,symptoms-complaints-v1,,reviewed,
4343,Maternal and Child Health,I would like information about the contraceptive ring.,Ke rata tlhahisoleseling ka mothalo oa thibelo ea ho mitsa.,WHO,maternal-child-health-v1,,reviewed,
208,HIV,People on PrEP should be tested for HIV every three months.,Batho ba sebelisang PrEP ba lokela ho hlahlobeloa HIV likhoeli tse ling le tse ling tse tharo.,WHO,hiv-prep-monitoring,,reviewed,
3692,Appointments and Follow-Up,The doctor told me to call if my symptoms get worse.,Ngaka e mpoleletse ho letsetsa haeba matšoao a ka a mpe.,WHO,appointments-followup-v1,,reviewed,
459,HIV,Forced HIV testing is a violation of human rights and undermines public health.,Ho qobelloa ho hlahlobeloa HIV ke tlolo ea litokelo tsa botho mme ho senya bophelo bo botle ba sechaba.,WHO,hiv-human-rights,,reviewed,
3472,Symptoms and Complaints,I have a feeling of pressure in my renal medulla.,Ke na le maikutlo a khatello renal medulleng ea ka.,WHO,symptoms-complaints-v1,,reviewed,
2431,Medication Instructions,Do not take a double dose of a diuretic if you miss one.,U se ke ua nka dose e habeli ea diuretic haeba u lahlehetsoe ke e le ngoe.,WHO,medication-instructions-v1,,reviewed,
3658,Appointments and Follow-Up,The doctor changed my medication dose at the follow-up.,Ngaka e fetotsoe dose ea moriana oa ka ho latela.,WHO,appointments-followup-v1,,reviewed,
111,HIV,Prevention of mother-to-child transmission programmes save thousands of babies from HIV every year.,Mananeo a ho thibela phetiso ea HIV ho tloha ho 'm'e ho ea ho ngoana a pholosa masea a likete selemo le selemo.,UNICEF,pmtct-overview,,reviewed,
4590,General Patient Education,Exercise improves your energy levels and reduces fatigue.,Ho itlama ho ntlafatsa maemo a matla a hao le ho fokotsa ho lapala.,WHO,general-patient-education-v1,,reviewed,
4045,Maternal and Child Health,I was told to go to the hospital immediately if I experience bleeding.,Ke ile ya tsibiswa ke tsamaye kongpong e kgabong ha ke hlahisa madi.,WHO,maternal-child-health-v1,,raw,
1884,Medication Instructions,Take one tablet three times a day for seven days.,Nka pilisi e le ngoe habeli ka letsatsi ka matsatsi a supileng.,WHO,medication-instructions-v1,,reviewed,
1714,Tuberculosis,Stool-based TB testing is being developed for children who cannot produce sputum.,Ho lekoa ha TB ho thehiloeng holim'a manyolo ho ntšoa bakeng sa bana ba ke ke ba hlahisa mathe.,WHO,tb-stool-test,,reviewed,
3959,Appointments and Follow-Up,I was advised to rest for two weeks after my procedure.,Ke keletsoeng ho khutsa libeke tse peli ka mor'a ts'ebetso ea ka.,WHO,appointments-followup-v1,,reviewed,
3400,Symptoms and Complaints,I have swelling in my scrotum.,Ke na le ho ruruha scrotumeng ea ka.,WHO,symptoms-complaints-v1,,reviewed,
553,HIV,Keep ART medicines in your hand luggage when travelling by air.,Hloka ditherepe tsa hau tsa ART ka matšwele a hau ha u tsamaya ka lefelelo.,NIH_HIVinfo,hiv-travel,,raw,
1440,Tuberculosis,Children under five years are at the highest risk of severe TB disease after infection.,Bana ba tlase ho lilemo tse hlano ba leng kotsing e phahameng ka ho fetisisa ea bolwetse ba TB bo matla ka mor'a tšoaetso.,WHO,tb-children-risk,,reviewed,
2271,Medication Instructions,Contact your doctor if you develop a persistent itching sensation in the body.,Ikopanye le ngaka ea hau haeba u ba le maikutlo a ho hlohlona a tsoelang pele 'meleng.,WHO,medication-instructions-v1,,reviewed,
3145,Symptoms and Complaints,I have a burning pain in my upper abdomen.,Ke na le mahloko a ho chesa mpeng ea ka e holimo.,WHO,symptoms-complaints-v1,,reviewed,
2822,Symptoms and Complaints,I feel my body is not coping with the illness.,Ke ikutloa 'mele oa ka ha o mamelle bolwetse.,WHO,symptoms-complaints-v1,,reviewed,
4782,General Patient Education,The clinic social worker can help you access social support services.,Mosebetsi oa sechaba oa kliniki o ka thusa ho fihlela litšebeletso tsa tshehetso ea sechaba.,WHO,general-patient-education-v1,,reviewed,
1926,Medication Instructions,"Take one capsule once daily, swallowed whole with water.","Nka capsule e le ngoe ka nako e le ngoe letsatsi le leng le le leng, e metsooa ka botlalo le metsi.",WHO,medication-instructions-v1,,reviewed,
635,HIV,HIV has taught me to take care of my health and I am grateful for the treatment that keeps me alive.,HIV e nthutile ho hlokomela bophelo ba ka mme ke leboha phekolo e npolokang ke phela.,clinical_fieldwork,patient-hiv-gratitude,,reviewed,
4806,General Patient Education,Check the expiry date on the condom before using it.,Hlahloba letsatsi la ho fela la condom pele ho e sebelisa.,WHO,general-patient-education-v1,,reviewed,
317,HIV,Mixed feeding increases the risk of HIV transmission through the gut of the baby.,Go dija ka tsela e ipiletseng e fokotsa kotsi ya go feta HIV ka molomo wa ngwana.,UNICEF,pmtct-infant-feeding,,raw,
4218,Maternal and Child Health,My child was admitted to hospital for pneumonia treatment.,Ngoana oa ka o kenngoe sepetleleng bakeng sa phekolo ea pneumonia.,WHO,maternal-child-health-v1,,reviewed,
4700,General Patient Education,Early detection of cancer greatly improves treatment outcomes.,Ho fumana kankere kapele ho ntlafatsa haholo liphetho tsa phekolo.,WHO,general-patient-education-v1,,reviewed,
1329,Tuberculosis,The 1-month daily isoniazid and rifapentine (1HP) regimen is the shortest approved TPT option.,Moralo oa khoeli e 1 oa isoniazid le rifapentine tse nooang letsatsi le letsatsi (1HP) ke khetho ea TPT e khuts’oane ka ho fetisisa e amohetsoeng.,WHO,tb-1hp-tpt,,reviewed,
428,HIV,Key populations face stigma and discrimination that prevent them from accessing HIV services.,Sechaba se bohlokoa se tobana le kekello le khethollo tse se thibelang ho fihlella litshebeletso tsa HIV.,UNAIDS,hiv-key-populations-barriers,,reviewed,
4375,Maternal and Child Health,I was told about the benefits of waiting at least two years between pregnancies.,Ke boletsoe ka melemo ea ho ema bonyane lilomo tse peli lipakeng tsa likhutsana.,WHO,maternal-child-health-v1,,reviewed,
106,HIV,Needle exchange programmes reduce HIV transmission among people who inject drugs.,Mananeo a ho fapanyetsana linale a fokotsa phetiso ea HIV har'a batho ba itlhahisang meriana kapa lithethefatsi ka linale.,UNAIDS,hiv-prevention-pwid,,reviewed,
3042,Symptoms and Complaints,I feel a heaviness in my throat when I breathe.,Ke ikutloa boima molaleng ha ke hema.,WHO,symptoms-complaints-v1,,reviewed,
143,HIV,Mental health support should be integrated into HIV care.,Tšehetso ea bophelo bo botle ba kelello (mental health support) e lokela ho kenyeletsoa le ho loantšoa mmoho le tlhokomelo ea HIV.,WHO,hiv-mental-health,,reviewed,
2170,Medication Instructions,"This medicine may cause loss of appetite; try eating small, frequent meals.","Moriana ona o ka baka ho lahleheloa ke takatso ea lijo; leka ho ja lijo tse nyenyane, hangata.",WHO,medication-instructions-v1,,reviewed,
3459,Symptoms and Complaints,I have a feeling of pressure in my ureters.,Ke na le maikutlo a khatello li-ureter tsa ka.,WHO,symptoms-complaints-v1,,reviewed,
90,HIV,Stress management is important for people living with HIV.,Stress management is very important for people living with HIV.,CDC_HIVNexus,hiv-mental-health,,reviewed,
2919,Symptoms and Complaints,I have pain in my right shoulder that is constant.,Ke na le mahloko hetleng ea ka ea le letona a tsoelang pele.,WHO,symptoms-complaints-v1,,reviewed,
3238,Symptoms and Complaints,I have difficulty with my taste and everything tastes strange.,Ke na le bothata ba tatso mme ntho tsohle li noa li le moqo.,WHO,symptoms-complaints-v1,,reviewed,
2242,Medication Instructions,This medicine may cause increased sensitivity to cold and heat.,Moriana ona o ka baka ho amehela haholo mochesong o bata le o chesang.,WHO,medication-instructions-v1,,reviewed,
3175,Symptoms and Complaints,I have a sharp pain in my upper left abdomen.,Ke na le mahloko a bohale mpeng ea ka e holimo ea molema.,WHO,symptoms-complaints-v1,,reviewed,
3413,Symptoms and Complaints,I have difficulty controlling my urine.,Ke na le bothata ba ho laola moroto oa ka.,WHO,symptoms-complaints-v1,,reviewed,
2164,Medication Instructions,This medicine may cause hair loss; this is usually temporary.,Moriana ona o ka baka ho lahleheloa ke moriri; sena hangata ke sa nakoana.,WHO,medication-instructions-v1,,reviewed,
2637,Medication Instructions,Do not take your medicine with herbal teas unless instructed.,U se ke ua nka moriana oa hau le li-tee tsa semela ntle le haeba ho laetsoe.,WHO,medication-instructions-v1,,reviewed,
1950,Medication Instructions,Inhale one puff from the inhaler and hold your breath for ten seconds.,Hema phelo e le ngoe ho tsoa ho inhaler mme u tšoare moya oa hau ka metsotso e leshome.,WHO,medication-instructions-v1,,reviewed,
1769,Tuberculosis,"Post-primary TB, also called reactivation TB, occurs when latent infection becomes active.","TB ea ka mor'a ea pele, e bitsoa hape TB ea ho vuseletsa, e etsahala ha tšoaetso e patileng e sebetsa.",CDC,tb-reactivation,,reviewed,
4291,Maternal and Child Health,I was told to take my child for regular dental check-ups.,Ke boletsoe ho nka ngoana oa ka litlhahlobong tsa meno tsa kamehla.,WHO,maternal-child-health-v1,,reviewed,
2273,Medication Instructions,Seek medical attention if you develop signs of a serious ear reaction.,Batla tlhokomelo ea ngaka haeba u ba le lišoaetso tsa karabelo e matla ea tsebe.,WHO,medication-instructions-v1,,reviewed,
2,HIV,All people living with HIV should receive antiretroviral therapy regardless of their CD4 count.,Batho bohle ba phelang le tšoaetso ea HIV ba lokela ho fumana phekolo ea lithibela-mafofore (antiretroviral therapy) ho sa tsotellehe boemo ba lisele tsa bona tsa tšireletso tsa CD4 (CD4 count).,WHO,art-initiation,,verified,
3283,Symptoms and Complaints,I have been having episodes of sudden severe ring finger pain.,Ke ntse ke na le linako tsa mahloko a matla a monwana oa mothalo ka tšohanyetso.,WHO,symptoms-complaints-v1,,reviewed,
4958,General Patient Education,Ageing is a natural process that requires ongoing health management.,Ho hola ke ts'ebetso ea tlhaho e hlokang taolo ea bophelo e tsoelang pele.,WHO,general-patient-education-v1,,reviewed,
1952,Medication Instructions,Administer the injection into the upper outer quadrant of the buttock.,Fana ka ente karolo ea holimo ea kantle ea letheka.,WHO,medication-instructions-v1,,reviewed,
936,HIV,Starting treatment today will protect your health and prevent you from passing HIV to others.,Ho qala phekolo kajeno ho tla sireletsa bophelo ba hau le ho thibela hore u fetisele HIV ho ba bang.,clinical_fieldwork,clinician-patient-communication,,reviewed,
4297,Maternal and Child Health,I was advised to use a mosquito net for my child at night.,Ke keletsoeng ho sebelisa nete ea likhoasane bakeng sa ngoana oa ka bosiu.,WHO,maternal-child-health-v1,,reviewed,
2721,Symptoms and Complaints,I have been feeling generally unwell for two weeks.,Ke ntse ke ikutloa ke sa phela hantle ka kakaretso ka libeke tse peli.,WHO,symptoms-complaints-v1,,reviewed,
4448,General Patient Education,Following your treatment plan improves your health outcomes.,Ho latela leano la phekolo ea hao ho ntlafatsa liphetho tsa bophelo ba hao.,WHO,general-patient-education-v1,,reviewed,
1110,Tuberculosis,Regular TB screening of healthcare workers protects both staff and patients.,Ho hlahlobeloa ha TB ha kamehla ha basebetsi ba bophelo bo botle ho sireletsa basebetsi le bakuli.,CDC,tb-hcw-screening,,reviewed,
3961,Appointments and Follow-Up,I was told to avoid strenuous activity for one month.,Ke boletsoe ho hana mesebetsi e boima bakeng sa khoeli e le ngoe.,WHO,appointments-followup-v1,,reviewed,
592,HIV,I want to know if I can take traditional medicine alongside my HIV treatment.,Ke batla ho tseba ha ke ka kgona ho ja medicine ya setso ka tsela e itseng le tšhebetšo ya HIV.,clinical_fieldwork,patient-traditional-medicine,,raw,
1696,Tuberculosis,People with symptoms of TB should not wait — seek testing at your nearest clinic today.,Batho ba nang le matšoao a TB ha ba lokela ho ema — batla liteko klinikhing ea hau e haufi kajeno.,DOH_SA,tb-seek-care,,reviewed,
3451,Symptoms and Complaints,I have a feeling of incomplete emptying of my urethra.,Ke na le maikutlo a hore urethra ea ka ha e phele ka botlalo.,WHO,symptoms-complaints-v1,,reviewed,
